"fold","id","truth","response","precision_error"
9,89,7.208,7.114296,1.3
9,96,8.319,8.210853,1.30000000000001
9,104,7.959,7.855533,1.3
9,110,6,5.922,1.3
9,111,8.5,8.3895,1.3
9,113,8.237,8.129919,1.30000000000001
9,115,6.3,6.2181,1.3
10,1,7.699,7.598913,1.3
10,6,8.022,7.917714,1.3
10,15,7.638,7.538706,1.30000000000001
10,49,8.2,8.0934,1.3
10,52,6.558,6.472746,1.3
10,75,6.5,6.4155,1.3
10,80,7,6.909,1.3
10,84,7.174,7.080738,1.3
10,86,7.796,7.694652,1.3
10,101,8.102,7.996674,1.3
10,108,5.7,5.6259,1.30000000000001
10,117,6,5.922,1.3
10,122,5.602,5.529174,1.3
1,10,5,4.935,1.30000000000001
1,14,6.726,6.638562,1.3
1,34,8.091,7.985817,1.3
1,39,8.482,8.371734,1.29999999999999
1,50,7.018,6.926766,1.3
1,58,8.013,7.908831,1.3
1,61,6.936,6.845832,1.3
1,65,6.1,6.0207,1.3
1,66,5.8,5.7246,1.3
1,73,7.2,7.1064,1.3
1,76,6.5,6.4155,1.3
1,84,5,4.935,1.30000000000001
1,91,6.2,6.1194,1.30000000000001
1,92,8.7,8.5869,1.29999999999999
1,94,6,5.922,1.3
1,100,6.775,6.686925,1.3
1,113,6.6,6.5142,1.3
1,117,5.7,5.6259,1.30000000000001
1,119,5.7,5.6259,1.30000000000001
1,120,5.7,5.6259,1.30000000000001
1,155,7.252,7.157724,1.3
1,160,4.698,4.636926,1.29999999999999
1,161,7.959,7.855533,1.3
1,164,4.866,4.802742,1.30000000000001
1,165,7.8,7.6986,1.3
1,167,6.172,6.091764,1.3
1,186,7.06,6.96822,1.3
1,236,5.156,5.088972,1.29999999999999
1,239,5.987,5.909169,1.3
1,249,6.959,6.868533,1.3
1,255,6.387,6.303969,1.3
1,266,7.204,7.110348,1.30000000000001
1,272,7.194,7.100478,1.3
1,284,6.824,6.735288,1.3
1,287,7.056,6.964272,1.3
1,300,6.465,6.380955,1.3
1,306,8,7.896,1.3
1,312,7.276,7.181412,1.3
1,320,7.41,7.31367,1.3
1,332,7.131,7.038297,1.3
1,340,8.77,8.65599,1.3
1,342,6.5,6.4155,1.3
1,373,6.539,6.453993,1.3
1,392,8.699,8.585913,1.3
1,395,6.53,6.44511,1.3
1,396,5.884,5.807508,1.3
1,422,6.821,6.732327,1.3
1,449,8,7.896,1.3
1,450,6,5.922,1.3
1,459,6.2,6.1194,1.30000000000001
1,462,6,5.922,1.3
1,469,6.757,6.669159,1.3
1,474,5.9,5.8233,1.3
1,476,7.377,7.281099,1.30000000000001
1,480,6.979,6.888273,1.3
1,492,7.009,6.917883,1.3
1,495,7.639,7.539693,1.30000000000001
1,517,5.793,5.717691,1.3
1,523,5,4.935,1.30000000000001
1,524,6.412,6.328644,1.3
1,532,6.1,6.0207,1.3
1,534,5,4.935,1.30000000000001
1,558,5.205,5.137335,1.3
1,575,6,5.922,1.3
1,604,5,4.935,1.30000000000001
1,614,6.398,6.314826,1.29999999999999
1,633,7.854,7.751898,1.3
1,659,8.1,7.9947,1.3
1,683,7,6.909,1.3
1,697,6.256,6.174672,1.3
1,706,7.029,6.937623,1.30000000000001
1,707,5.817,5.741379,1.3
1,711,5.151,5.084037,1.30000000000001
1,723,5.3,5.2311,1.3
1,726,8.092,7.986804,1.3
1,742,5.526,5.454162,1.29999999999999
1,747,6.701,6.613887,1.30000000000001
1,756,6.512,6.427344,1.3
1,774,6.939,6.848793,1.30000000000001
1,775,5.301,5.232087,1.3
1,779,7.31,7.21497,1.30000000000001
1,783,5.8,5.7246,1.3
1,796,6.7,6.6129,1.30000000000001
1,801,6.3,6.2181,1.3
1,807,6.7,6.6129,1.30000000000001
1,838,6,5.922,1.3
1,852,7.6,7.5012,1.3
1,859,5.762,5.687094,1.30000000000001
1,867,7.129,7.036323,1.3
1,879,7.432,7.335384,1.3
1,885,6.243,6.161841,1.30000000000001
1,886,5.943,5.865741,1.3
1,913,6.004,5.925948,1.30000000000001
1,915,5.137,5.070219,1.3
1,934,6.523,6.438201,1.3
1,936,6.936,6.845832,1.3
1,940,6.04,5.96148,1.3
1,968,7.481,7.383747,1.3
1,969,7.824,7.722288,1.3
1,989,7.071,6.979077,1.30000000000001
1,990,6.308,6.225996,1.30000000000001
1,991,6.338,6.255606,1.3
1,1011,4.62,4.55994,1.3
1,1031,7.215,7.121205,1.3
1,1064,5.944,5.866728,1.3
1,1065,8.1,7.9947,1.3
1,1067,7.5,7.4025,1.3
1,1075,5,4.935,1.30000000000001
1,1077,7.8,7.6986,1.3
1,1083,6.77,6.68199,1.3
1,1099,6.296,6.214152,1.3
1,1118,5,4.935,1.30000000000001
1,1134,8.256,8.148672,1.30000000000001
1,1136,6.728,6.640536,1.3
1,1145,7.009,6.917883,1.3
1,1147,7.108,7.015596,1.3
1,1164,6.133,6.053271,1.30000000000001
1,1169,7.237,7.142919,1.3
1,1190,5.302,5.233074,1.30000000000001
1,1203,7.7,7.5999,1.3
1,1216,7.3,7.2051,1.3
1,1219,5,4.935,1.30000000000001
1,1228,4.793,4.730691,1.3
1,1232,5.3,5.2311,1.3
2,2,6.394,6.310878,1.30000000000001
2,3,5,4.935,1.30000000000001
2,7,5,4.935,1.30000000000001
2,41,7.886,7.783482,1.3
2,47,6.304,6.222048,1.3
2,64,6.5,6.4155,1.3
2,80,6.416,6.332592,1.30000000000001
2,82,6.311,6.228957,1.29999999999999
2,105,5,4.935,1.30000000000001
2,107,5.791,5.715717,1.3
2,109,5.7,5.6259,1.30000000000001
2,140,5.7,5.6259,1.30000000000001
2,141,5.7,5.6259,1.30000000000001
2,156,7.886,7.783482,1.3
2,157,7.745,7.644315,1.3
2,158,7.721,7.620627,1.3
2,166,8.4,8.2908,1.29999999999999
2,184,7.188,7.094556,1.3
2,201,6.7,6.6129,1.30000000000001
2,205,7.1,7.0077,1.3
2,214,6.463,6.378981,1.30000000000001
2,216,6.81,6.72147,1.30000000000001
2,245,5.637,5.563719,1.29999999999999
2,260,6.796,6.707652,1.3
2,263,5,4.935,1.30000000000001
2,276,6,5.922,1.3
2,295,6.833,6.744171,1.30000000000001
2,313,7.678,7.578186,1.3
2,319,7.58,7.48146,1.3
2,321,7.004,6.912948,1.30000000000001
2,325,6,5.922,1.3
2,329,5.183,5.115621,1.3
2,344,5.1,5.0337,1.3
2,349,7.1,7.0077,1.3
2,350,5.9,5.8233,1.3
2,386,5,4.935,1.30000000000001
2,393,7.167,7.073829,1.3
2,397,7.114,7.021518,1.30000000000001
2,405,6,5.922,1.3
2,417,5,4.935,1.30000000000001
2,420,5.7,5.6259,1.30000000000001
2,423,7.319,7.223853,1.3
2,429,5.8,5.7246,1.3
2,430,7.854,7.751898,1.3
2,440,6.747,6.659289,1.29999999999999
2,447,7.538,7.440006,1.3
2,448,6.301,6.219087,1.3
2,451,6,5.922,1.3
2,473,8,7.896,1.3
2,475,6.785,6.696795,1.3
2,499,7.068,6.976116,1.3
2,546,6.2,6.1194,1.30000000000001
2,552,5,4.935,1.30000000000001
2,553,6.212,6.131244,1.3
2,556,5.625,5.551875,1.3
2,566,5.633,5.559771,1.30000000000001
2,570,6.702,6.614874,1.30000000000001
2,577,6.7,6.6129,1.30000000000001
2,597,5.5,5.4285,1.30000000000001
2,600,5,4.935,1.30000000000001
2,625,6.398,6.314826,1.29999999999999
2,628,6.658,6.571446,1.30000000000001
2,647,8,7.896,1.3
2,649,7.8,7.6986,1.3
2,669,7.6,7.5012,1.3
2,678,5,4.935,1.30000000000001
2,681,7.7,7.5999,1.3
2,693,5.301,5.232087,1.3
2,710,6.1,6.0207,1.3
2,728,6.936,6.845832,1.3
2,735,5,4.935,1.30000000000001
2,740,6.328,6.245736,1.30000000000001
2,743,6.581,6.495447,1.3
2,745,5.801,5.725587,1.3
2,762,6.123,6.043401,1.3
2,781,6,5.922,1.3
2,782,5.8,5.7246,1.3
2,792,6.7,6.6129,1.30000000000001
2,833,8.1,7.9947,1.3
2,842,7.398,7.301826,1.30000000000001
2,846,8.1,7.9947,1.3
2,855,7.456,7.359072,1.3
2,861,5,4.935,1.30000000000001
2,862,7.495,7.397565,1.3
2,875,7.727,7.626549,1.30000000000001
2,888,6.82,6.73134,1.3
2,890,7.841,7.739067,1.3
2,897,6.382,6.299034,1.3
2,903,5.921,5.844027,1.3
2,931,6,5.922,1.3
2,938,7.921,7.818027,1.30000000000001
2,941,6.305,6.223035,1.3
2,981,7.161,7.067907,1.3
2,985,6.854,6.764898,1.30000000000001
2,995,6.851,6.761937,1.3
2,996,6.936,6.845832,1.3
2,997,6.65,6.56355,1.3
2,1042,5.4,5.3298,1.3
2,1054,7.2,7.1064,1.3
2,1092,6.167,6.086829,1.3
2,1097,7.3,7.2051,1.3
2,1098,6.728,6.640536,1.3
2,1105,5,4.935,1.30000000000001
2,1114,6.9,6.8103,1.3
2,1122,7.143,7.050141,1.3
2,1127,6.996,6.905052,1.3
2,1138,6.126,6.046362,1.3
2,1144,7.678,7.578186,1.3
2,1148,6.355,6.272385,1.29999999999999
2,1151,6.719,6.631653,1.3
2,1157,6.342,6.259554,1.3
2,1162,7.251,7.156737,1.3
2,1163,7.137,7.044219,1.30000000000001
2,1171,8.456,8.346072,1.3
2,1178,7.731,7.630497,1.3
2,1185,7.268,7.173516,1.30000000000001
2,1191,7.183,7.089621,1.3
2,1192,7.509,7.411383,1.30000000000001
2,1205,5.777,5.701899,1.3
2,1209,6.6,6.5142,1.3
2,1210,7.1,7.0077,1.3
2,1223,5.9,5.8233,1.3
2,1225,8,7.896,1.3
2,1238,6.709,6.621783,1.3
3,9,5,4.935,1.30000000000001
3,15,6.333,6.250671,1.29999999999999
3,16,5,4.935,1.30000000000001
3,18,5,4.935,1.30000000000001
3,32,7.097,7.004739,1.3
3,45,5.562,5.489694,1.3
3,60,7.244,7.149828,1.30000000000001
3,72,7.8,7.6986,1.3
3,78,6.652,6.565524,1.3
3,79,6.245,6.163815,1.30000000000001
3,83,5.794,5.718678,1.3
3,88,5,4.935,1.30000000000001
3,99,5.543,5.470941,1.30000000000001
3,106,5,4.935,1.30000000000001
3,110,6.4,6.3168,1.3
3,111,7.1,7.0077,1.3
3,121,6.1,6.0207,1.3
3,124,5.7,5.6259,1.30000000000001
3,135,6.01,5.93187,1.3
3,150,8.8,8.6856,1.3
3,163,7.796,7.694652,1.3
3,181,7.7,7.5999,1.3
3,183,8.244,8.136828,1.3
3,191,7.23,7.13601,1.3
3,202,6.4,6.3168,1.3
3,211,6.4,6.3168,1.3
3,212,5.2,5.1324,1.29999999999999
3,213,6.171,6.090777,1.3
3,217,5.754,5.679198,1.3
3,220,5.649,5.575563,1.3
3,235,7.137,7.044219,1.30000000000001
3,250,8.266,8.158542,1.29999999999999
3,270,6,5.922,1.3
3,281,5,4.935,1.30000000000001
3,294,6.334,6.251658,1.3
3,310,7.886,7.783482,1.3
3,322,7.102,7.009674,1.3
3,363,6.549,6.463863,1.30000000000001
3,370,5.967,5.889429,1.3
3,377,6.464,6.379968,1.29999999999999
3,378,5.74,5.66538,1.30000000000001
3,387,5,4.935,1.30000000000001
3,388,7.319,7.223853,1.3
3,389,7.092,6.999804,1.30000000000001
3,390,6.664,6.577368,1.3
3,394,5.943,5.865741,1.3
3,400,6.495,6.410565,1.3
3,403,7.229,7.135023,1.3
3,416,5.301,5.232087,1.3
3,418,6.9,6.8103,1.3
3,428,7.824,7.722288,1.3
3,444,6.1,6.0207,1.3
3,453,5.301,5.232087,1.3
3,457,6.3,6.2181,1.3
3,461,5.8,5.7246,1.3
3,482,9.222,9.102114,1.29999999999999
3,489,6.866,6.776742,1.3
3,493,7.394,7.297878,1.3
3,510,5,4.935,1.30000000000001
3,514,6.309,6.226983,1.30000000000001
3,515,6.164,6.083868,1.3
3,527,5.233,5.164971,1.3
3,530,5,4.935,1.30000000000001
3,540,7.886,7.783482,1.3
3,563,6.301,6.219087,1.3
3,565,5,4.935,1.30000000000001
3,578,6.8,6.7116,1.3
3,582,6.9,6.8103,1.3
3,583,5.6,5.5272,1.3
3,605,6.6,6.5142,1.3
3,626,7.523,7.425201,1.3
3,632,5.602,5.529174,1.3
3,654,5.9,5.8233,1.3
3,677,5.963,5.885481,1.29999999999999
3,682,7.9,7.7973,1.30000000000001
3,684,6.5,6.4155,1.3
3,694,5,4.935,1.30000000000001
3,716,6.602,6.516174,1.3
3,718,6.374,6.291138,1.30000000000001
3,744,5.395,5.324865,1.29999999999999
3,752,5.892,5.815404,1.30000000000001
3,757,6,5.922,1.3
3,790,6,5.922,1.3
3,805,5.83,5.75421,1.30000000000001
3,810,6.524,6.439188,1.30000000000001
3,854,6.5,6.4155,1.3
3,865,6.587,6.501369,1.3
3,871,5.51,5.43837,1.3
3,872,7.745,7.644315,1.3
3,877,7.051,6.959337,1.30000000000001
3,889,6.265,6.183555,1.30000000000001
3,902,5.76,5.68512,1.3
3,908,7.523,7.425201,1.3
3,925,8.31,8.20197,1.29999999999999
3,930,6.292,6.210204,1.3
3,939,5.495,5.423565,1.3
3,960,6.437,6.353319,1.30000000000001
3,970,7.658,7.558446,1.3
3,979,7.365,7.269255,1.3
3,980,6.706,6.618822,1.3
3,983,5.003,4.937961,1.29999999999999
3,986,5.343,5.273541,1.3
3,992,5.563,5.490681,1.3
3,1009,6.495,6.410565,1.3
3,1012,8.123,8.017401,1.3
3,1023,5.003,4.937961,1.29999999999999
3,1046,6.17,6.08979,1.3
3,1051,5.833,5.757171,1.29999999999999
3,1072,6.558,6.472746,1.3
3,1076,6.523,6.438201,1.3
3,1085,5,4.935,1.30000000000001
3,1093,5,4.935,1.30000000000001
3,1110,5,4.935,1.30000000000001
3,1119,5,4.935,1.30000000000001
3,1128,5.7,5.6259,1.30000000000001
3,1146,6.374,6.291138,1.30000000000001
3,1160,6.523,6.438201,1.3
3,1187,5,4.935,1.30000000000001
3,1195,5.264,5.195568,1.30000000000001
3,1199,7.157,7.063959,1.30000000000001
3,1200,5.779,5.703873,1.3
3,1218,6.7,6.6129,1.30000000000001
3,1220,6.4,6.3168,1.3
3,1233,5.1,5.0337,1.3
4,21,5.203,5.135361,1.3
4,51,6.184,6.103608,1.3
4,53,7.553,7.454811,1.30000000000001
4,54,6.52,6.43524,1.3
4,68,6.2,6.1194,1.30000000000001
4,95,6,5.922,1.3
4,96,7.189,7.095543,1.3
4,98,7.18,7.08666,1.30000000000001
4,108,6,5.922,1.3
4,125,7.06,6.96822,1.3
4,131,6.8,6.7116,1.3
4,132,7.018,6.926766,1.3
4,133,5.7,5.6259,1.30000000000001
4,148,6.316,6.233892,1.3
4,169,8.1,7.9947,1.3
4,171,8,7.896,1.3
4,176,7,6.909,1.3
4,178,7,6.909,1.3
4,193,8.391,8.281917,1.3
4,200,4.831,4.768197,1.29999999999999
4,206,6.5,6.4155,1.3
4,219,7.027,6.935649,1.30000000000001
4,222,6.075,5.996025,1.3
4,225,7.027,6.935649,1.30000000000001
4,233,5.936,5.858832,1.30000000000001
4,238,5.866,5.789742,1.3
4,252,6.738,6.650406,1.3
4,253,6.215,6.134205,1.3
4,265,5.877,5.800599,1.3
4,296,6.202,6.121374,1.29999999999999
4,302,5.8,5.7246,1.3
4,305,6.398,6.314826,1.29999999999999
4,315,8.495,8.384565,1.30000000000001
4,316,5.822,5.746314,1.3
4,324,7.56,7.46172,1.3
4,327,4.907,4.843209,1.3
4,331,6.128,6.048336,1.3
4,338,6.9,6.8103,1.3
4,347,5.26,5.19162,1.30000000000001
4,359,8.125,8.019375,1.3
4,366,6.678,6.591186,1.30000000000001
4,391,6.357,6.274359,1.3
4,421,5.3,5.2311,1.3
4,436,7.301,7.206087,1.3
4,441,7.523,7.425201,1.3
4,472,6.553,6.467811,1.3
4,498,5,4.935,1.30000000000001
4,500,5.963,5.885481,1.29999999999999
4,509,5.248,5.179776,1.3
4,531,5,4.935,1.30000000000001
4,548,5.8,5.7246,1.3
4,573,6,5.922,1.3
4,596,5.1,5.0337,1.3
4,601,7.4,7.3038,1.30000000000001
4,603,6.4,6.3168,1.3
4,613,5,4.935,1.30000000000001
4,631,7.658,7.558446,1.3
4,636,7.155,7.061985,1.3
4,645,8,7.896,1.3
4,662,6,5.922,1.3
4,675,6.1,6.0207,1.3
4,676,7.9,7.7973,1.30000000000001
4,680,8.4,8.2908,1.29999999999999
4,686,6.603,6.517161,1.3
4,691,5.597,5.524239,1.3
4,702,5.343,5.273541,1.3
4,704,7.569,7.470603,1.3
4,721,6.697,6.609939,1.3
4,724,5.906,5.829222,1.3
4,731,8.42,8.31054,1.3
4,748,6.936,6.845832,1.3
4,755,5.833,5.757171,1.29999999999999
4,763,5.8,5.7246,1.3
4,766,5.201,5.133387,1.29999999999999
4,772,5.8,5.7246,1.3
4,789,7.904,7.801248,1.3
4,793,6.7,6.6129,1.30000000000001
4,794,7.5,7.4025,1.3
4,803,5.5,5.4285,1.30000000000001
4,818,6.523,6.438201,1.3
4,820,7.076,6.984012,1.3
4,830,6.72,6.63264,1.3
4,837,7.111,7.018557,1.3
4,891,4.301,4.245087,1.30000000000001
4,904,4.886,4.822482,1.3
4,907,5.569,5.496603,1.30000000000001
4,918,4.736,4.674432,1.30000000000001
4,919,6,5.922,1.3
4,927,4.921,4.857027,1.3
4,928,4.585,4.525395,1.30000000000001
4,952,6.223,6.142101,1.30000000000001
4,955,6.253,6.171711,1.3
4,961,7.553,7.454811,1.30000000000001
4,973,6.903,6.813261,1.3
4,976,6,5.922,1.3
4,987,5.7,5.6259,1.30000000000001
4,1000,5.653,5.579511,1.30000000000001
4,1003,4.602,4.542174,1.3
4,1005,6.041,5.962467,1.3
4,1018,6.447,6.363189,1.3
4,1022,5.003,4.937961,1.29999999999999
4,1024,6.446,6.362202,1.3
4,1030,7.6,7.5012,1.3
4,1036,6.7,6.6129,1.30000000000001
4,1052,7.4,7.3038,1.30000000000001
4,1058,6.3,6.2181,1.3
4,1063,7.3,7.2051,1.3
4,1071,6.8,6.7116,1.3
4,1079,5.509,5.437383,1.3
4,1091,5,4.935,1.30000000000001
4,1094,5.583,5.510421,1.3
4,1112,5.607,5.534109,1.3
4,1115,6.126,6.046362,1.3
4,1132,6.001,5.922987,1.30000000000001
4,1141,5.518,5.446266,1.3
4,1158,5,4.935,1.30000000000001
4,1173,8.8,8.6856,1.3
4,1180,7.506,7.408422,1.30000000000001
4,1183,5.613,5.540031,1.30000000000001
4,1196,6.724,6.636588,1.30000000000001
4,1207,6.5,6.4155,1.3
4,1212,6.5,6.4155,1.3
4,1214,6.4,6.3168,1.3
5,8,7.027,6.935649,1.30000000000001
5,23,6.928,6.837936,1.3
5,24,6.386,6.302982,1.3
5,30,5.395,5.324865,1.29999999999999
5,33,8.9,8.7843,1.3
5,35,5.886,5.809482,1.3
5,43,5.976,5.898312,1.3
5,46,6.745,6.657315,1.30000000000001
5,74,7,6.909,1.3
5,103,5.6,5.5272,1.3
5,123,5.7,5.6259,1.30000000000001
5,127,6,5.922,1.3
5,136,5.7,5.6259,1.30000000000001
5,138,5.7,5.6259,1.30000000000001
5,139,5.9,5.8233,1.3
5,143,5.7,5.6259,1.30000000000001
5,147,8,7.896,1.3
5,154,8.276,8.168412,1.3
5,172,7.7,7.5999,1.3
5,182,7.419,7.322553,1.30000000000001
5,192,5.5,5.4285,1.30000000000001
5,195,6,5.922,1.3
5,196,7.541,7.442967,1.3
5,204,5.9,5.8233,1.3
5,221,5.545,5.472915,1.30000000000001
5,226,7.886,7.783482,1.3
5,246,5.414,5.343618,1.30000000000001
5,264,6.721,6.633627,1.30000000000001
5,271,6.088,6.008856,1.30000000000001
5,273,5,4.935,1.30000000000001
5,277,7,6.909,1.3
5,278,6.658,6.571446,1.30000000000001
5,309,5.7,5.6259,1.30000000000001
5,333,5.906,5.829222,1.3
5,341,7.42,7.32354,1.30000000000001
5,353,5.1,5.0337,1.3
5,357,6.1,6.0207,1.3
5,358,7.824,7.722288,1.3
5,419,6.7,6.6129,1.30000000000001
5,424,7.208,7.114296,1.3
5,431,5.7,5.6259,1.30000000000001
5,471,6.37,6.28719,1.3
5,481,9.222,9.102114,1.29999999999999
5,490,6.203,6.122361,1.29999999999999
5,496,5.683,5.609121,1.3
5,505,6.029,5.950623,1.29999999999999
5,507,5.647,5.573589,1.3
5,521,6.338,6.255606,1.3
5,528,5.796,5.720652,1.3
5,529,6.405,6.321735,1.3
5,567,6.383,6.300021,1.3
5,572,5.276,5.207412,1.3
5,584,6.6,6.5142,1.3
5,586,6.7,6.6129,1.30000000000001
5,594,5.8,5.7246,1.3
5,609,6.1,6.0207,1.3
5,612,7.699,7.598913,1.3
5,640,6.457,6.373059,1.3
5,655,8,7.896,1.3
5,670,6,5.922,1.3
5,689,6.9,6.8103,1.3
5,692,6.4,6.3168,1.3
5,695,6.605,6.519135,1.3
5,698,6.9,6.8103,1.3
5,701,5.603,5.530161,1.3
5,705,6.699,6.611913,1.30000000000001
5,720,6.355,6.272385,1.29999999999999
5,729,5.3,5.2311,1.3
5,760,6.544,6.458928,1.3
5,765,6.078,5.998986,1.3
5,770,5.9,5.8233,1.3
5,780,5.8,5.7246,1.3
5,808,7.4,7.3038,1.30000000000001
5,815,5.886,5.809482,1.3
5,823,5.882,5.805534,1.3
5,834,7.1,7.0077,1.3
5,835,7.8,7.6986,1.3
5,836,8.322,8.213814,1.3
5,845,6.4,6.3168,1.3
5,848,6.387,6.303969,1.3
5,850,5.4,5.3298,1.3
5,851,7,6.909,1.3
5,856,6.3,6.2181,1.3
5,860,8.56,8.44872,1.30000000000001
5,870,5.003,4.937961,1.29999999999999
5,887,7.854,7.751898,1.3
5,899,5.62,5.54694,1.3
5,912,4.796,4.733652,1.3
5,916,5.553,5.480811,1.3
5,932,5.187,5.119569,1.3
5,954,6.5,6.4155,1.3
5,958,5.003,4.937961,1.29999999999999
5,966,5.003,4.937961,1.29999999999999
5,993,5.956,5.878572,1.3
5,998,7.161,7.067907,1.3
5,999,8.26,8.15262,1.30000000000001
5,1002,8.01,7.90587,1.30000000000001
5,1016,7.745,7.644315,1.3
5,1020,6.8,6.7116,1.3
5,1034,7.1,7.0077,1.3
5,1041,7.5,7.4025,1.3
5,1044,7.4,7.3038,1.30000000000001
5,1055,7.5,7.4025,1.3
5,1059,7,6.909,1.3
5,1080,6.783,6.694821,1.3
5,1082,6.959,6.868533,1.3
5,1084,7.509,7.411383,1.30000000000001
5,1089,5,4.935,1.30000000000001
5,1111,7.027,6.935649,1.30000000000001
5,1113,6.573,6.487551,1.29999999999999
5,1117,5,4.935,1.30000000000001
5,1129,5.481,5.409747,1.30000000000001
5,1130,6.585,6.499395,1.3
5,1139,7.081,6.988947,1.3
5,1142,7,6.909,1.3
5,1143,6.234,6.152958,1.3
5,1156,5,4.935,1.30000000000001
5,1177,6.3,6.2181,1.3
5,1197,5.568,5.495616,1.30000000000001
5,1198,6.548,6.462876,1.30000000000001
5,1201,5.796,5.720652,1.3
5,1202,5.485,5.413695,1.3
5,1213,5.568,5.495616,1.30000000000001
5,1235,5.1,5.0337,1.3
6,1,8.868,8.752716,1.30000000000001
6,6,9.348,9.226476,1.30000000000001
6,19,5.62,5.54694,1.3
6,31,5.872,5.795664,1.30000000000001
6,36,5.4,5.3298,1.3
6,44,9.058,8.940246,1.3
6,55,6.613,6.527031,1.30000000000001
6,57,6.726,6.638562,1.3
6,59,7.143,7.050141,1.3
6,67,5.7,5.6259,1.30000000000001
6,69,6.1,6.0207,1.3
6,86,5.751,5.676237,1.3
6,102,5.435,5.364345,1.30000000000001
6,114,6.221,6.140127,1.30000000000001
6,118,5.8,5.7246,1.3
6,122,5.7,5.6259,1.30000000000001
6,159,7.357,7.261359,1.30000000000001
6,179,8.3,8.1921,1.30000000000001
6,203,6.3,6.2181,1.3
6,207,5,4.935,1.30000000000001
6,208,6.8,6.7116,1.3
6,210,6.1,6.0207,1.3
6,242,5.328,5.258736,1.30000000000001
6,258,7.523,7.425201,1.3
