"id","truth","response","precision_error"
42,7.328,6.72506569029817,8.22781536165162
55,5,5.26267524043516,5.25350480870328
62,6,5.82711884385462,2.88135260242302
65,5,5.63352951331392,12.6705902662784
76,6.6,6.40555134581361,2.94619173009686
85,7.824,7.77922963091627,0.572218418759359
97,8.658,7.49766558569437,13.4018758871059
100,7.163,7.04390848500809,1.66259269847709
124,6.114,6.73126160455155,10.0958718441535
10,8.119,7.83309928071624,3.5213784860667
16,7.721,7.87393450978868,1.98076039099438
19,8.114,7.6902596689196,5.22233585260533
71,6.7,6.27579939222999,6.33135235477622
81,7,7.4091891888955,5.84555984136431
89,7.208,7.71298246229914,7.00586101968834
96,8.319,7.17977700385787,13.694230029356
104,7.959,7.88357506650258,0.947668469624629
110,6,5.95470638297596,0.754893617067376
111,8.5,7.00876276140741,17.543967512854
113,8.237,7.8223912649698,5.0334919877407
115,6.3,6.31992871432541,0.316328798816055
1,7.699,7.7385160004176,0.513261467951683
6,8.022,7.53104665686319,6.12008655119437
15,7.638,7.77673160631166,1.81633420151422
49,8.2,8.05468284021656,1.77216048516395
52,6.558,7.22519262936604,10.1737210943282
75,6.5,6.38234747865134,1.81003878997938
80,7,7.42258752925141,6.03696470359159
84,7.174,7.50852241766955,4.66298324044532
86,7.796,7.68044307862659,1.48225912485134
101,8.102,6.83861574751644,15.5934862069064
108,5.7,6.20117377761466,8.79252241429225
117,6,5.98036008450499,0.327331924916807
122,5.602,6.87225299035212,22.6749909023941
10,5,6.5766037338147,31.5320746762941
14,6.726,6.43168730717137,4.37574625079731
34,8.091,6.49289128334872,19.7516835576725
39,8.482,8.17328097821809,3.63969608325756
50,7.018,6.74093428148927,3.94792987333618
58,8.013,6.85707762216097,14.4255881422566
61,6.936,6.72522460948135,3.03886087829655
65,6.1,6.37330460636479,4.48040338302943
66,5.8,6.61411759078977,14.0365101860305
73,7.2,6.92429051880713,3.82929834990097
76,6.5,6.95579665496781,7.01225623027397
84,5,5.68727520465718,13.7455040931436
91,6.2,6.01920570460953,2.91603702242699
92,8.7,7.50915763848581,13.6878432357953
94,6,6.14289920544947,2.38165342415787
100,6.775,6.7228773546764,0.769337938355702
113,6.6,6.31856114735123,4.26422504013282
117,5.7,5.95603232364231,4.49179515161953
119,5.7,5.94338238517966,4.26986640666066
120,5.7,5.98949599233689,5.07887705854188
155,7.252,6.50081697671224,10.3582876901235
160,4.698,6.32737701298069,34.6823544695762
161,7.959,8.07662873673021,1.4779336189246
164,4.866,5.95368007528528,22.3526525952586
165,7.8,7.68374014412827,1.49051097271443
167,6.172,6.27848496789365,1.72529111946939
186,7.06,7.06063193427779,0.00895091045035346
236,5.156,6.18826628267982,20.0206804243564
239,5.987,6.04297007095027,0.934860045937408
249,6.959,6.55833055980726,5.75757206772146
255,6.387,6.87327803857889,7.61355939531693
266,7.204,6.42847466946164,10.7652044772122
272,7.194,6.73900588151039,6.32463328453731
284,6.824,6.5979150090615,3.31308603368258
287,7.056,6.70319722167172,5.00003937540081
300,6.465,6.59880822255019,2.06973275406322
306,8,7.13933824119149,10.7582719851063
312,7.276,6.91600553830098,4.94769738453854
320,7.41,6.71856473195679,9.33111023000277
332,7.131,6.66752467753285,6.49944359090105
340,8.77,8.0292966761344,8.44587598478444
342,6.5,5.92609813087623,8.82925952498103
373,6.539,6.57528117492983,0.554842864808594
392,8.699,6.61643665341682,23.9402614850348
395,6.53,6.45904104103016,1.08666093368822
396,5.884,6.45904104103016,9.77296126835757
422,6.821,6.94607559139184,1.83368408432544
449,8,7.00095135073823,12.4881081157721
450,6,6.07620069803735,1.2700116339558
459,6.2,6.05705704241486,2.30553157395381
462,6,6.03850336598606,0.641722766434372
469,6.757,6.42814492457281,4.86687990864575
474,5.9,6.03404687442494,2.27198092245664
476,7.377,7.18131705046967,2.65260877769194
480,6.979,6.60294906092318,5.38832123623467
492,7.009,6.94612975332989,0.896993104153391
495,7.639,6.03707942212501,20.9702916333943
517,5.793,5.78574434353324,0.125248687498074
523,5,5.77746304705276,15.5492609410552
524,6.412,5.97076743474333,6.88135628909338
532,6.1,6.35460940853739,4.17392473012119
534,5,6.13845178778759,22.7690357557518
558,5.205,6.50828752068355,25.0391454502124
575,6,6.48818606919222,8.13643448653695
604,5,5.95385658811085,19.077131762217
614,6.398,6.273107874736,1.95204947271021
633,7.854,7.45038626813366,5.13895762498521
659,8.1,7.40078361237097,8.63230108183993
683,7,7.03228897283723,0.461271040531841
697,6.256,6.40103737325643,2.31837233466154
706,7.029,7.25773802211889,3.2542043266309
707,5.817,6.34512413578493,9.07897775115926
711,5.151,5.912641986329,14.7862936581052
723,5.3,5.95385658811085,12.3369167568085
726,8.092,7.79755694672797,3.63869319416741
742,5.526,5.71705393037944,3.45736392289975
747,6.701,6.23526581989932,6.9502190732828
756,6.512,6.68461017053408,2.6506475819116
774,6.939,6.65660156728163,4.06972809797333
775,5.301,6.02680025220753,13.6917610301364
779,7.31,6.13091209524075,16.1297934987585
783,5.8,6.03404687442494,4.03529093836108
796,6.7,6.56736622004022,1.97960865611611
801,6.3,6.3789541632112,1.25324068589204
807,6.7,6.73900588151039,0.58217733597591
838,6,6.31101103991188,5.18351733186462
852,7.6,6.44829719742574,15.1539842443982
859,5.762,6.043142406708,4.87925037674414
867,7.129,7.05545434916074,1.03164049430862
879,7.432,6.57597538066399,11.5180922946181
885,6.243,6.5624482419583,5.11690280247151
886,5.943,6.33240846319693,6.55238874637279
913,6.004,7.01562037559196,16.8491068552958
915,5.137,5.87900925431568,14.4444082989232
934,6.523,5.5715554404029,14.5859966211421
936,6.936,7.23102363564409,4.2535126246265
940,6.04,6.44185970494956,6.65330637333704
968,7.481,6.77907680302533,9.38274558180284
969,7.824,6.7769146009182,13.3829933420476
989,7.071,6.57597538066399,7.00077244146533
990,6.308,6.80567309998571,7.88955453369868
991,6.338,7.04112838971718,11.0938527882168
1011,4.62,5.4591196925719,18.1627639084828
1031,7.215,7.22592983538885,0.151487669977101
1064,5.944,6.65333094848591,11.9335623904089
1065,8.1,7.25444762231757,10.4389182429929
1067,7.5,7.00808163398287,6.55891154689507
1075,5,6.04308725812483,20.8617451624966
1077,7.8,7.20789694403806,7.59106482002486
1083,6.77,6.46265307783615,4.53983636874229
1099,6.296,5.81406356830078,7.6546447220334
1118,5,5.8246284248944,16.4925684978881
1134,8.256,6.52951794287191,20.911846622191
1136,6.728,6.2575794250222,6.99198238670923
1145,7.009,6.67030777905073,4.83224740974846
1147,7.108,6.59865048136889,7.16586267066843
1164,6.133,6.19545429784646,1.01833193944989
1169,7.237,6.49238575010915,10.2889906023331
1190,5.302,6.49892492623842,22.5749703175862
1203,7.7,6.51882968533949,15.3398742163702
1216,7.3,6.99053413439514,4.23925843294328
1219,5,6.81401163476038,36.2802326952076
1228,4.793,6.22495472318912,29.8759591735681
1232,5.3,5.40392015903629,1.96075771766586
2,6.394,6.57872680503648,2.88906482697031
3,5,6.00916052709631,20.1832105419262
7,5,6.05947836267342,21.1895672534683
41,7.886,7.67743792913428,2.64471304673747
47,6.304,6.78664295860477,7.6561383027406
64,6.5,6.25877849695658,3.71110004682188
80,6.416,6.01292152926174,6.28239511749159
82,6.311,5.98224261271326,5.20927566608686
105,5,6.19003760395552,23.8007520791104
107,5.791,7.27329446769926,25.5965199050123
109,5.7,6.57936565907499,15.4274677030699
140,5.7,6.01742717074381,5.56889773234755
141,5.7,6.33643309313132,11.165492861953
156,7.886,7.82411750070242,0.784713407273418
157,7.745,7.11240509157861,8.16778448575073
158,7.721,7.82411750070242,1.33554592283925
166,8.4,7.78644370339495,7.3042416262506
184,7.188,7.22818296676944,0.559028474811318
201,6.7,6.22034685230572,7.15900220439231
205,7.1,6.13908007381208,13.5340834674356
214,6.463,6.72129830290162,3.99656974936755
216,6.81,6.10208099504135,10.3952864164265
245,5.637,6.43058480730125,14.0781409845884
260,6.796,6.70479168189958,1.34208825927635
263,5,6.10958240436812,22.1916480873624
276,6,6.55469326039447,9.24488767324116
295,6.833,6.56198106754357,3.96632419810383
313,7.678,7.12355225903967,7.22125216150466
319,7.58,6.48144149984882,14.4928562025221
321,7.004,6.99108182549512,0.184439955809212
325,6,5.97650963398131,0.391506100311438
329,5.183,5.45543216640795,5.25626406343726
344,5.1,5.98665826145353,17.3854561069319
349,7.1,6.14311778070527,13.4772143562639
350,5.9,5.98807420629584,1.49278315755667
386,5,5.35168517915613,7.03370358312265
393,7.167,6.53440369901641,8.82651459444098
397,7.114,6.44324267034931,9.42869454105548
405,6,6.0258426776815,0.43071129469161
417,5,6.12414146558132,22.4828293116264
420,5.7,5.91113220129463,3.70407370692333
423,7.319,6.75499048035894,7.70610082854294
429,5.8,6.08337344729719,4.88574909133092
430,7.854,6.42020654129524,18.2555826165617
440,6.747,6.69202014407343,0.814878552342884
447,7.538,6.92788949202311,8.09379819550138
448,6.301,6.79156632594882,7.7855312799369
451,6,5.93460929831653,1.08984502805785
473,8,6.54962896496291,18.1296379379636
475,6.785,6.52175848643797,3.87975701638956
499,7.068,6.16900637390482,12.7192080658627
546,6.2,6.32934947049417,2.08628178216398
552,5,6.25121219077466,25.0242438154932
553,6.212,6.21680305965109,0.0773190542674601
556,5.625,6.38753868266769,13.5562432474256
566,5.633,6.33803582581194,12.5161694623103
570,6.702,6.30898511849853,5.864143263227
577,6.7,6.30106883238015,5.95419653163963
597,5.5,5.71324657963318,3.87721053878511
600,5,6.45123882714295,29.024776542859
625,6.398,6.42516147338139,0.424530687424033
628,6.658,6.36747901861894,4.36348725414623
647,8,7.78121581315501,2.7348023355624
649,7.8,7.71811874347231,1.04975969907294
669,7.6,7.13849685368669,6.07240981991201
678,5,6.59287461129869,31.8574922259738
681,7.7,7.00082356783856,9.08021340469399
693,5.301,6.39167740711671,20.5749369386288
710,6.1,6.10958240436812,0.157088596198664
728,6.936,6.64480612963016,4.19829686231028
735,5,5.65091082552922,13.0182165105844
740,6.328,5.80376621007466,8.28435192675954
743,6.581,6.36375893382422,3.30103428317556
745,5.801,6.02415431568635,3.84682495580674
762,6.123,6.40599145370521,4.62177778385124
781,6,5.90199434449587,1.63342759173545
782,5.8,5.92696333637041,2.18902304086915
792,6.7,6.39528074938545,4.54804851663514
833,8.1,7.70773126374895,4.8428239043339
842,7.398,6.58866914448544,10.9398601718649
846,8.1,7.77274581023007,4.04017518234485
855,7.456,8.04745314655328,7.93257975527473
861,5,6.82594341329403,36.5188682658806
862,7.495,7.02942254697503,6.21184060073345
875,7.727,6.88940861937454,10.83980044811
888,6.82,6.22778309052224,8.68353239703457
890,7.841,7.02942254697503,10.3504330190661
897,6.382,6.88940861937454,7.95062079872357
903,5.921,5.39094623074034,8.9520987883746
931,6,6.56566581901753,9.4277636502921
938,7.921,7.02185922509104,11.3513543101749
941,6.305,6.48043137313238,2.7824167031305
981,7.161,6.52718828146139,8.85088281718486
985,6.854,6.38969265610191,6.77425363142822
995,6.851,7.04046279141475,2.76547644744935
996,6.936,7.0392796726364,1.48903795611886
997,6.65,7.02942254697503,5.70560221015079
1042,5.4,5.58904041750861,3.50074847238162
1054,7.2,7.01792112677219,2.52887323927512
1092,6.167,6.76469700878939,9.69186004198782
1097,7.3,7.17422508962036,1.72294397780327
1098,6.728,6.65796850692251,1.04089615156798
1105,5,6.16506725080972,23.3013450161944
1114,6.9,7.05924913148734,2.30795842735282
1122,7.143,5.64696032303333,20.9441365948015
1127,6.996,6.68963451441323,4.37915216676345
1138,6.126,6.41771926463873,4.76198603719768
1144,7.678,6.57119513825276,14.4152756153587
1148,6.355,6.56938030352288,3.37341154245282
1151,6.719,6.44238158316115,4.11695813125239
1157,6.342,6.29403442364613,0.756316246513161
1162,7.251,6.89861448400013,4.85981955592158
1163,7.137,6.01802716744047,15.6784760061584
1171,8.456,7.11240509157861,15.889249153517
1178,7.731,6.38158909469007,17.4545454056388
1185,7.268,7.33028300557492,0.856948343078126
1191,7.183,7.27309898534179,1.25433642408169
1192,7.509,7.36854988283655,1.87042372038158
1205,5.777,6.24662531761499,8.12922481590778
1209,6.6,6.38297143226013,3.28831163242229
1210,7.1,6.51491426887883,8.24064410029815
1223,5.9,6.24581262878223,5.86123099630893
1225,8,6.50735387895536,18.658076513058
1238,6.709,6.64785040598313,0.911456163614137
9,5,6.61151362386249,32.2302724772498
15,6.333,6.55737704544735,3.54298192716491
16,5,6.48851774988037,29.7703549976074
18,5,5.69843758676562,13.9687517353125
32,7.097,6.2747085239504,11.5864657749698
45,5.562,6.22959694136288,12.002821671393
60,7.244,6.89486356692968,4.81966362603975
72,7.8,6.80826760825897,12.7145178428337
78,6.652,6.13248278635417,7.80994007284776
79,6.245,6.25090651693893,0.0945799349707761
83,5.794,5.6165445519195,3.06274504798928
88,5,5.60450965142876,12.0901930285752
99,5.543,6.50777751254142,17.4053312744257
106,5,6.21178353748791,24.2356707497583
110,6.4,6.84762574384545,6.99415224758508
111,7.1,6.31885879126974,11.0019888553558
121,6.1,5.89354396856316,3.38452510552198
124,5.7,5.85766409329092,2.76603672440206
135,6.01,6.40487591107448,6.57031466014117
150,8.8,6.38832564688877,27.405390376264
163,7.796,7.6999037280246,1.23263560768858
181,7.7,7.57826088742964,1.58102743597869
183,8.244,6.97945403050408,15.3389855591451
191,7.23,6.47474816098503,10.446083527178
202,6.4,6.49037090895375,1.41204545240235
211,6.4,6.64982833227349,3.90356769177322
212,5.2,6.65193352461693,27.9217985503257
213,6.171,6.40899841181155,3.85672357497249
217,5.754,6.13786836812797,6.67133069391679
220,5.649,6.16195773371787,9.08050511095532
235,7.137,6.86593105379246,3.79807967223674
250,8.266,8.04536142632749,2.66923026460813
270,6,6.70116673477402,11.6861122462337
281,5,6.03149222990671,20.6298445981342
294,6.334,6.75148359398679,6.5911524153266
310,7.886,7.17237488907985,9.04926592594658
322,7.102,6.95324562627474,2.09454201246491
363,6.549,6.54440731726285,0.0701280002619275
370,5.967,6.6155763182296,10.8693869319524
377,6.464,7.23360176031166,11.9059678266037
378,5.74,6.63662828490284,15.6207018275755
387,5,5.23558348070891,4.71166961417818
388,7.319,6.72469896921227,8.11997582713112
389,7.092,6.72469896921227,5.1790895486143
390,6.664,6.72469896921227,0.910848877735196
394,5.943,6.48406144517799,9.1041804674069
400,6.495,6.96082981476117,7.17212955752376
403,7.229,6.83295199794847,5.47860011137816
416,5.301,6.60056048525759,24.5153836117258
418,6.9,5.98446800202254,13.2685796808328
428,7.824,6.68844884988323,14.5136905689772
444,6.1,6.07166362783437,0.46453069123984
453,5.301,7.00982050123064,32.2358140205742
457,6.3,6.02608972750685,4.3477821030659
461,5.8,5.9064359055183,1.83510181928101
482,9.222,6.46837438445471,29.859310513395
489,6.866,6.05633670858403,11.7923578708997
493,7.394,6.77061222634174,8.43099504541872
510,5,5.71931478607561,14.3862957215121
514,6.309,6.70889910890985,6.33854983214213
515,6.164,6.12017707373706,0.710949485122391
527,5.233,6.11499512941706,16.8544836502401
530,5,6.00908692509916,20.1817385019831
540,7.886,7.58519728014223,3.81438904207159
563,6.301,6.33932510266178,0.608238417104846
565,5,5.98633694334201,19.7267388668403
578,6.8,6.55022180179119,3.67320879718832
582,6.9,6.45616685308467,6.43236444804826
583,5.6,6.36641747784654,13.6860263901169
605,6.6,6.11221558520302,7.39067295146941
626,7.523,7.08099843648762,5.87533648162136
632,5.602,6.23544413840968,11.3074640915688
654,5.9,5.85995159178775,0.678786579868664
677,5.963,6.23417770201773,4.54767234643175
682,7.9,7.10405911217248,10.0752011117408
684,6.5,6.5987167964716,1.518719945717
694,5,5.87138293903408,17.4276587806816
716,6.602,6.90132156251995,4.53380131051126
718,6.374,6.79873080493304,6.66348925216575
744,5.395,5.93651579381932,10.0373641115722
752,5.892,6.42755803965769,9.08957976336877
757,6,6.05458357763477,0.909726293912838
790,6,5.76941770790322,3.84303820161307
805,5.83,6.34732857758576,8.8735605074745
810,6.524,5.97176445798196,8.4646772228393
854,6.5,6.19818613954728,4.64329016081114
865,6.587,5.9822067094083,9.18161971446335
871,5.51,6.88775790874128,25.0046807394062
872,7.745,6.90380750221038,10.861103909485
877,7.051,6.95030784114699,1.4280550113886
889,6.265,6.2618025424709,0.0510368320686078
902,5.76,6.84883851269664,18.9034464009833
908,7.523,6.83452941629032,9.15154305077337
925,8.31,7.06766318572186,14.9499014955251
930,6.292,6.79126841180128,7.93497157980415
939,5.495,5.44007303666371,0.9995807704512
960,6.437,7.18232593600134,11.578777940055
970,7.658,7.05904926395251,7.82124230931692
979,7.365,6.9430255305102,5.72945647643988
980,6.706,6.56168550307947,2.15202053266525
983,5.003,6.18533760047151,23.6325724659506
986,5.343,6.22357169717312,16.480847785385
992,5.563,6.9430255305102,24.8072178772282
1009,6.495,5.97176445798196,8.05597447294898
1012,8.123,6.67261676820774,17.8552656874586
1023,5.003,5.37130471752378,7.36167734406911
1046,6.17,6.44744468489101,4.49667236452202
1051,5.833,6.45911059854756,10.7339379144105
1072,6.558,6.91255536899726,5.40645576391061
1076,6.523,6.7585801686205,3.61153102284996
1085,5,6.02442267387947,20.4884534775894
1093,5,5.72346628262342,14.4693256524685
1110,5,6.64784994706454,32.9569989412908
1119,5,6.00396008251861,20.0792016503722
1128,5.7,6.19818613954728,8.74010771135571
1146,6.374,6.42149467662743,0.745131418691975
1160,6.523,6.32923934708349,2.9704223963899
1187,5,6.42186849097908,28.4373698195815
1195,5.264,5.56920823710673,5.79802882041652
1199,7.157,6.48487561088726,9.39114697656482
1200,5.779,6.12605664225639,6.0054791876862
1218,6.7,6.79006697984296,1.34428328123817
1220,6.4,6.30477905460899,1.48782727173455
1233,5.1,5.60450497635182,9.89225443827096
21,5.203,5.50893991790482,5.88006761300816
51,6.184,6.81992559837391,10.2834023022947
53,7.553,6.95952948314247,7.8574144956644
54,6.52,6.80502928846264,4.37161485372146
68,6.2,6.43575786694238,3.80254624100614
95,6,6.046924102789,0.782068379816729
96,7.189,7.2774761508395,1.23071568840595
98,7.18,6.38385322762014,11.0883951584939
108,6,6.39708985031928,6.61816417198793
125,7.06,6.57445578557082,6.87739680494596
131,6.8,6.36501282738138,6.39687018556797
132,7.018,6.61891099236206,5.68664872667341
133,5.7,6.19013197194098,8.5988065252804
148,6.316,6.93367356851818,9.77950551802053
169,8.1,7.80737262562873,3.61268363421324
171,8,7.69774246199356,3.77821922508054
176,7,6.97526998532598,0.353285923914599
178,7,6.90387615295679,1.37319781490302
193,8.391,7.69294013664102,8.31914984339152
200,4.831,6.6784561800007,38.2416928172366
206,6.5,6.0798030640527,6.46456824534309
219,7.027,6.19158756250131,11.8886073359711
222,6.075,6.14903170178841,1.21862883602316
225,7.027,6.67842199240495,4.96055226405361
233,5.936,6.33884642256556,6.78649633702095
238,5.866,6.21312957341349,5.91765382566464
252,6.738,6.9450557497213,3.0729556206782
253,6.215,6.93713125461928,11.6191674114125
265,5.877,5.98772154070236,1.88398061429909
296,6.202,6.75731413597184,8.95379129267719
302,5.8,6.04210543177565,4.17423158233881
305,6.398,6.21124317226511,2.91898761698789
315,8.495,7.19535514311889,15.2989388685239
316,5.822,5.91622012997648,1.61834644411679
324,7.56,7.19535514311889,4.82334466773951
327,4.907,5.51635593974531,12.4180953687652
331,6.128,6.85476376833149,11.8597220680726
338,6.9,6.08884472034977,11.7558736181193
347,5.26,7.12248869657848,35.408530353203
359,8.125,7.50291545587255,7.65642515849167
366,6.678,7.01378791104533,5.02827060565033
391,6.357,6.61247321777022,4.01877013953475
421,5.3,6.08607723267972,14.8316458996174
436,7.301,6.7969194966934,6.90426658412001
441,7.523,6.48570739384357,13.7882840111183
472,6.553,6.59538866930336,0.646858985248855
498,5,6.10225217399674,22.0450434799348
500,5.963,5.93430797348894,0.481167642311975
509,5.248,6.07749736426553,15.8059711178645
531,5,6.52554728979805,30.5109457959609
548,5.8,5.94242983819703,2.45568686546599
573,6,6.2775038132703,4.62506355450497
596,5.1,5.87535808726855,15.2030997503638
601,7.4,6.34676973004958,14.2328414858165
603,6.4,6.81731767447785,6.52058866371635
613,5,6.17622507195,23.524501439
631,7.658,7.10117006556916,7.27121878337471
636,7.155,6.652982979738,7.01631055572331
645,8,7.75355267478024,3.08059156524696
662,6,6.47056863740361,7.8428106233935
675,6.1,6.16235578431716,1.02222597241254
676,7.9,7.27485707312699,7.9132016059875
680,8.4,6.99042142415048,16.7806973315419
686,6.603,6.16651753293112,6.61036600134603
691,5.597,6.19967609525248,10.7678416160886
702,5.343,6.17872770858425,15.641544237025
704,7.569,7.33621349538633,3.07552522940503
721,6.697,6.38922113105944,4.5957722702787
724,5.906,6.98403697422395,18.2532504948179
731,8.42,8.1412763172625,3.31025751469712
748,6.936,6.82850728192882,1.54977967230648
755,5.833,6.41595625510132,9.99410689355939
763,5.8,5.95497209707085,2.6719327081181
766,5.201,6.90674217187544,32.796427069322
772,5.8,6.04208390913571,4.17386050233986
789,7.904,7.06805018038535,10.5762882036267
793,6.7,6.09466621297373,9.03483264218309
794,7.5,6.66173610742344,11.1768519010208
803,5.5,6.35941075532887,15.6256500968886
818,6.523,6.54204521302971,0.29197015222609
820,7.076,6.59432000785138,6.80723561544118
830,6.72,6.74387337110559,0.355258498595113
837,7.111,5.95318513446028,16.2820259533079
891,4.301,6.50946478174706,51.3477047604524
904,4.886,5.64579623801886,15.5504756041518
907,5.569,5.75320506646179,3.30768659475295
918,4.736,5.61233746213105,18.5037470889157
919,6,6.65494001482649,10.9156669137748
927,4.921,5.67694622200426,15.3616383256302
928,4.585,5.62651628354598,22.7157313750486
952,6.223,6.41358520629044,3.06259370545457
955,6.253,6.07667293870299,2.81987943862166
961,7.553,6.96652065745538,7.76485293982017
973,6.903,6.28430193287064,8.96274180978364
976,6,6.84643211917835,14.1072019863058
987,5.7,6.07291346597161,6.54234150827379
1000,5.653,6.4315091947289,13.7716114404547
1003,4.602,5.98356325612359,30.0209312499693
1005,6.041,5.81960812949277,3.6648215611196
1018,6.447,6.52664984445769,1.23545594009128
1022,5.003,5.37605226446674,7.45657134652688
1024,6.446,6.28132818886674,2.55463560554241
1030,7.6,7.24789287475966,4.6329884900044
1036,6.7,6.38159571585628,4.75230274841369
1052,7.4,6.45246665677782,12.8045046381376
1058,6.3,6.47056863740361,2.70743868894619
1063,7.3,6.93983586892576,4.93375522019504
1071,6.8,6.90387615295679,1.52759048465866
1079,5.509,6.30373741817573,14.4261647880872
1091,5,5.80652313917555,16.1304627835109
1094,5.583,5.80189093894066,3.92066879707434
1112,5.607,7.02904087882438,25.3618847659066
1115,6.126,5.9485132675817,2.89726954649524
1132,6.001,6.44361308752461,7.37565551615752
1141,5.518,6.18872550238361,12.1552283867998
1158,5,6.33785997942264,26.7571995884527
1173,8.8,6.82530552499761,22.439709943209
1180,7.506,6.4813483707389,13.651100842807
1183,5.613,6.30067906553055,12.251542232862
1196,6.724,7.06215274170796,5.02904136983879
1207,6.5,6.39495367476969,1.61609731123552
1212,6.5,6.33728994902276,2.50323155349604
1214,6.4,6.28529162010194,1.79231843590717
8,7.027,6.67469778585583,5.01355079186232
23,6.928,6.55481124179747,5.3866737615838
24,6.386,6.57739491322605,2.99710167907995
30,5.395,5.70355056088936,5.71919482649425
33,8.9,6.22379221100913,30.0697504380997
35,5.886,6.25406277086823,6.25319012688132
43,5.976,6.61580821238005,10.7062953878857
46,6.745,6.56142529435746,2.72164129937056
74,7,6.67285885317809,4.67344495459871
103,5.6,5.74708467206335,2.62651200113122
123,5.7,5.85705162898459,2.7552917365717
127,6,6.39723503315864,6.62058388597727
136,5.7,6.00430236622592,5.33863800396352
138,5.7,6.28432008137104,10.2512294977376
139,5.9,6.32495246873106,7.20258421578074
143,5.7,5.92178742160019,3.89100739649447
147,8,7.09825817844698,11.2717727694127
154,8.276,7.69732586444089,6.99219593474039
172,7.7,7.68260462339606,0.225913981869381
